genres,release_date,price,item_id,developer
['Strategy'],2001-01-24,5.99,612300,Fireglow
"['Action', 'Free to Play', 'Strategy']",2017-05-22,9.99,639070,Sparkypants Studios LLC
['Strategy'],2007-12-07,5.99,612540,Fireglow
"['Casual', 'Indie', 'RPG']",2017-05-19,5.99,554220,NCR Games
"['Action', 'Indie']",2017-05-19,6.99,633130,Brainwash Gang
"['Action', 'Indie']",2017-05-19,3.99,636290,Brainwash Gang
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2017-05-19,4.99,596280,BefuddleBug
"['Action', 'Adventure', 'Indie']",2017-05-19,4.99,597150,Endless Loop Studios
"['Adventure', 'Casual', 'Indie']",2017-05-19,5.99,376490,Holdbrand Ltd
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2017-05-18,17.99,591370,Positech Games
"['Action', 'Indie', 'Early Access']",2017-05-18,14.99,636480,SteelRaven7
"['Simulation', 'Early Access']",2017-05-18,24.99,389280,Dovetail Games
"['Adventure', 'Casual']",2017-05-18,9.99,599560,Brave Giant LTD
"['Indie', 'Racing', 'Simulation', 'Sports']",2017-05-18,7.99,619680,Kunos Simulazioni
"['Action', 'Indie']",2017-08-31,4.99,607400,Cat Nigiri
['Simulation'],2017-05-17,4.99,513115,Bossman Games
"['Action', 'Indie']",2017-05-17,5.99,616880,Happy Robot Games
"['Action', 'Indie']",2017-05-17,1.99,506730,Racing Bros
"['Action', 'RPG']",2017-05-15,2.99,555300,Deck13
"['Action', 'Adventure', 'Indie', 'RPG']",2017-05-17,9.99,600630,Luxorix Games
['Action'],2017-05-15,19.99,627980,"Team NINJA,KOEI TECMO GAMES CO., LTD."
"['Action', 'Casual', 'Indie', 'Early Access']",2017-05-15,3.99,534780,"Surf Monster Studio,Kinn Chen,Vicky,Chih-Hsuan Huang"
['Simulation'],2017-05-16,29.99,636131,Jo Erlend Sund
"['Adventure', 'Indie', 'Early Access']",2017-05-15,8.99,622540,Tephra Company
"['Action', 'Simulation', 'Strategy']",2017-05-16,11.99,601670,Bohemia Interactive
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy', 'Early Access']",2017-05-16,24.99,462440,Nvizzio Creations
['RPG'],2017-05-16,4.99,548830,"MAGES. Inc.,5pb.,Experience Inc."
"['Action', 'Adventure', 'Simulation']",1994-01-01,9.99,624080,Xatrix Entertainment
"['Adventure', 'Casual', 'Indie']",2017-05-17,14.99,616740,Salvation
"['Adventure', 'Casual', 'Indie']",2017-05-17,7.99,581270,Broken Rules
['Simulation'],2017-05-18,39.99,448198,Virtual New Haven Railroad
['Simulation'],2017-05-18,29.99,614009,"Sim-wings,Aerosoft GmbH"
['Strategy'],2017-05-18,3.99,635340,Nomad Games
"['Indie', 'RPG', 'Strategy']",2017-05-18,24.99,464150,Pixelated Milk
"['Adventure', 'Indie', 'Strategy']",2017-05-18,3.99,616950,Warm Lamp Games
['RPG'],2017-05-16,4.99,548831,"MAGES. Inc.,5pb.,Experience Inc."
['RPG'],2017-05-16,39.99,548810,"MAGES. Inc.,5pb.,Experience Inc."
['Casual'],2017-05-15,19.99,630690,Digital Theory Ltd.
"['Free to Play', 'Massively Multiplayer', 'RPG']",2017-05-15,29.99,635020,Trion Worlds
"['Adventure', 'Casual', 'Indie']",2017-05-15,2.99,344210,Liquid Flower
"['Action', 'RPG']",2017-05-15,39.99,378540,Deck13
"['Adventure', 'Indie']",2017-05-12,2.99,599840,9 Eyes Game Studio
"['Adventure', 'Indie', 'RPG']",2014-12-12,4.99,633600,Choice of Games
['Casual'],2017-05-12,6.99,630390,rokaplay
"['Adventure', 'Indie', 'RPG']",2017-05-11,9.99,512060,DEVGRU-P
"['Adventure', 'Indie', 'RPG']",2014-05-16,3.99,633580,Choice of Games
"['Action', 'Casual', 'Indie']",2017-05-11,5.99,602070,Tomatotrap
"['Adventure', 'Casual', 'Indie']",2017-05-11,4.99,461900,Cockroach Inc.
"['Indie', 'RPG', 'Early Access']",2017-05-11,4.99,602560,"Artees,Trizton,Will Goss"
"['Action', 'Adventure', 'Indie']",2017-05-11,Free,509880,xrrawva
"['Indie', 'RPG', 'Simulation', 'Early Access']",2017-05-11,10.99,557330,Nullray Gaming
"['Adventure', 'Casual', 'Indie']",2017-05-10,0.99,636700,Teamomega
['Simulation'],2017-05-12,24.99,636130,Omar Masroor
['Racing'],2017-05-12,7.99,580620,34BigThings srl
"['Casual', 'Indie']",2017-05-12,0.99,635780,Paleno Games
"['Action', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Strategy']",2016-02-19,Free To Play,589870,Light Bringer Games inc.
"['Action', 'Adventure', 'Indie', 'Simulation', 'Sports', 'Early Access']",2017-05-12,1.99,599990,"izzYFoxDev,Panda2U"
"['Casual', 'Indie']",2017-05-12,9.99,617430,Life a Little
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2017-05-12,3.99,607030,Warfare Studios
"['Action', 'Indie', 'Early Access']",2017-05-14,4.99,603610,Jollyfish Games
"['Action', 'Indie']",2017-05-15,2.99,546930,Racing Bros
['RPG'],2017-05-15,7.99,637030,Reality Pump Studios
['RPG'],2017-05-15,2.99,633961,Reality Pump Studios
"['Action', 'Adventure', 'RPG']",2017-05-15,6.99,604280,TopWare Interactive
"['Action', 'Indie']",2017-05-15,9.99,516790,Paper Cult
"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']",2017-05-12,8.99,395940,Apar Games
"['Adventure', 'Indie']",2017-05-12,7.99,597700,IzHard
"['Adventure', 'Indie']",2017-05-12,2.99,635870,"Brokenkites,IzHard"
"['Action', 'Adventure', 'RPG']",2017-05-15,6.99,604290,TopWare Interactive
"['Action', 'Casual', 'Indie']",2017-05-11,9.99,563370,Tlakali Game Studio
['Casual'],2017-05-11,6.99,630470,rokaplay
"['Adventure', 'Indie', 'Strategy']",2017-05-11,15.99,631990,"Michaela Laws,Ethan Nakashima"
['Casual'],2017-05-10,6.99,629810,rokaplay
"['Adventure', 'Indie', 'RPG', 'Strategy']",2017-05-10,7.49,609970,Abbey Games
"['Action', 'Adventure', 'Indie', 'Simulation']",2016-06-29,2.99,628520,Nuostak
['Simulation'],2017-05-10,Free,610050,"ARC SYSTEM WORKS Co., Ltd.,TOYBOX Inc."
['Indie'],2017-05-10,0.99,635580,GAMES FOR HUMANS
['Action'],2017-05-11,3.99,623131,Rebellion
['Action'],2017-05-11,9.99,623134,Rebellion
"['Indie', 'RPG', 'Strategy']",2017-05-10,2.99,615090,Badim
['Action'],2017-05-11,0.99,558835,Rebellion
['Action'],2017-05-11,4.99,623133,Rebellion
['Action'],2017-05-11,0.99,594450,Rebellion
['Action'],2017-05-11,3.99,623130,Rebellion
['Action'],2017-05-11,0.99,594460,Rebellion
['Action'],2017-05-11,3.99,623132,Rebellion
['Action'],2017-05-11,0.99,594454,Rebellion
['Action'],2017-05-11,0.99,594430,Rebellion
['Action'],2017-05-11,0.99,594440,Rebellion
['Action'],2017-05-11,0.99,594464,Rebellion
['Action'],2017-05-11,0.99,594433,Rebellion
['Action'],2017-05-11,0.99,558833,Rebellion
['Action'],2017-05-11,0.99,558830,Rebellion
['Action'],2017-05-11,0.99,558831,Rebellion
['Action'],2017-05-11,0.99,558836,Rebellion
['Action'],2017-05-11,0.99,594451,Rebellion
['Action'],2017-05-11,0.99,594453,Rebellion
['Action'],2017-05-11,0.99,594461,Rebellion
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Early Access']",2017-05-10,14.99,617030,CodeBullet
"['Indie', 'Simulation', 'Strategy']",2017-05-10,14.99,416210,Plethora-Project LLC
['Action'],2017-05-11,0.99,594463,Rebellion
"['Adventure', 'Casual', 'Indie', 'Strategy']",2017-05-10,4.99,617630,Tencent Games
"['Adventure', 'Indie']",2017-05-10,8.99,625370,DimleTeam
['Simulation'],2017-05-11,14.99,629990,BusTrainz
"['Free to Play', 'Massively Multiplayer', 'RPG']",2017-05-09,9.99,629791,CCP
"['Free to Play', 'Massively Multiplayer', 'RPG']",2017-05-09,19.99,629792,CCP
"['Free to Play', 'Massively Multiplayer', 'RPG']",2017-05-09,39.99,629793,CCP
"['Free to Play', 'Massively Multiplayer', 'RPG']",2017-05-09,99.99,629794,CCP
"['Free to Play', 'Massively Multiplayer', 'RPG']",2017-05-09,4.99,629790,CCP
"['Free to Play', 'Massively Multiplayer', 'RPG']",2017-05-09,249.99,629795,CCP
"['Free to Play', 'Massively Multiplayer', 'RPG']",2017-05-09,499.99,629796,CCP
"['Adventure', 'Casual']",2017-05-05,9.99,629080,Mad Head Games
"['Adventure', 'Casual', 'Indie', 'Early Access']",2017-04-28,4.99,620580,Green Moss Game
['Indie'],2017-05-05,Free,581120,StevenHarmonGames
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access']",2017-05-05,2.97,450860,SC Jogos
"['Casual', 'Indie']",2017-05-05,2.99,628460,ebi-hime
"['Casual', 'Indie']",2017-05-05,0.99,630340,ebi-hime
"['Indie', 'Simulation']",2017-05-05,9.99,635380,FeelThere
"['Action', 'Free to Play', 'Indie', 'Early Access']",2017-05-05,Free To Play,612610,Solid Patterns
"['Adventure', 'Free to Play', 'RPG', 'Strategy']",2017-05-05,Free to Play,591960,"Synapse Games,Chinzilla"
"['Action', 'Indie']",2017-05-05,4.99,634030,Nerdook Productions
"['Adventure', 'Indie', 'Simulation']",2017-05-26,4.99,617020,Borokai Studio
"['Adventure', 'Free to Play', 'Indie']",2017-05-05,Free To Play,628700,Absorbed Studios
"['Action', 'Adventure', 'Indie']",2017-05-05,0.99,581670,Ardi Studio
"['Adventure', 'Casual', 'Indie', 'RPG']",2017-05-05,3.99,370660,Warfare Studios
"['Adventure', 'Indie']",2017-05-08,4.99,632870,No Brakes Games
"['Casual', 'Indie']",2017-05-08,4.99,632510,David Schneider
"['Casual', 'Indie']",2017-05-08,0.99,574820,Casioqu
['RPG'],2017-05-08,1.99,620320,"KOEI TECMO GAMES CO., LTD."
['RPG'],2017-05-08,6.99,620326,"KOEI TECMO GAMES CO., LTD."
['RPG'],2017-05-08,1.99,620321,"KOEI TECMO GAMES CO., LTD."
['RPG'],2017-05-08,1.99,620322,"KOEI TECMO GAMES CO., LTD."
['RPG'],2017-05-08,1.99,620324,"KOEI TECMO GAMES CO., LTD."
['Sports'],2017-05-08,19.99,545270,Saber Interactive
['RPG'],2017-05-08,1.99,620323,"KOEI TECMO GAMES CO., LTD."
['RPG'],2017-05-08,1.99,620325,"KOEI TECMO GAMES CO., LTD."
"['Action', 'Casual', 'Indie']",2017-05-09,Free,624390,MyST
"['Adventure', 'Casual']",2017-05-08,4.99,629280,bch waves studio
"['Action', 'Casual', 'Indie']",2017-05-09,0.99,623580,"RCG,MyST"
"['Action', 'Indie', 'Early Access']",2017-05-07,8.99,616640,Brantisky Interactive
"['Adventure', 'Indie', 'Simulation', 'Early Access']",2017-05-09,3.99,397850,KAMAi MEDIA
"['Adventure', 'Casual', 'Simulation']",2017-05-08,9.99,623080,VisualArts/Key
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",2017-05-08,4.99,502720,Michael Klaus Schmidt
"['Action', 'Adventure', 'Indie', 'RPG']",2017-05-05,1.99,631580,Rain Games
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2006-12-17,Free to Play,550900,WEBZEN Inc.
"['Action', 'Adventure', 'Indie', 'Simulation']",2017-05-08,4.99,440730,Racing Bros
"['Adventure', 'Casual', 'Indie']",2017-05-08,1.99,632210,"2Chance Projects,IIchan Eroge Team,DjSM"
"['Casual', 'Indie', 'Simulation', 'Early Access']",2017-05-04,14.99,394490,TouchTilt Games
"['Action', 'Adventure', 'Indie']",2017-01-10,9.99,543050,Akimbo Creations
"['Indie', 'Strategy']",2017-05-04,4.99,551917,Strategiae
"['Indie', 'Strategy']",2017-05-04,14.99,341040,Strategiae
"['Indie', 'Strategy']",2017-05-04,9.99,551910,Strategiae
"['Indie', 'Strategy']",2017-05-04,9.99,551911,Strategiae
"['Indie', 'Strategy']",2017-05-04,4.99,551916,Strategiae
"['Indie', 'Strategy']",2017-05-04,4.99,554371,Strategiae
"['Indie', 'Strategy']",2017-05-04,4.99,553170,Strategiae
"['Indie', 'Strategy']",2017-05-04,9.99,551912,Strategiae
"['Indie', 'Strategy']",2017-05-04,4.99,553271,Strategiae
"['Indie', 'Strategy']",2017-05-04,4.99,551918,Strategiae
"['Indie', 'Strategy']",2017-05-04,4.99,547620,Strategiae
"['Indie', 'Strategy']",2017-05-04,4.99,564890,Strategiae
"['Indie', 'Strategy']",2017-05-04,4.99,554370,Strategiae
"['Indie', 'Strategy']",2017-05-04,4.99,551919,Strategiae
"['Indie', 'Strategy']",2017-05-04,4.99,574964,Strategiae
"['Action', 'Free to Play']",2017-05-04,12.99,629330,Valve
"['Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",2017-05-04,3.99,606490,"Wix Games,MAD.com"
"['Action', 'Indie']",2017-05-05,11.99,525360,Coconut Island Studio
"['Action', 'Indie']",2017-05-04,3.99,619480,Xelphyre Games
['Simulation'],2017-05-05,19.99,614008,Aerosoft GmbH
"['Action', 'Indie', 'RPG', 'Early Access']",2017-05-05,9.99,496290,GlassCats
"['Adventure', 'Casual']",2017-05-03,6.99,626640,FIVE-BN GAMES
"['Adventure', 'Casual']",2017-05-03,9.99,629100,Mad Head Games
"['Indie', 'Strategy']",2017-05-03,2.99,474830,ErayTek
"['Action', 'Adventure', 'Indie']",2017-05-03,4.99,632790,Super God
"['Action', 'Sports']",2017-05-03,11.99,556391,"Ubisoft Annecy,Ubisoft Montpellier,Ubisoft Kiev"
['RPG'],2017-05-03,29.99,436670,Nihon Falcom
"['Action', 'Casual', 'Indie']",2017-05-03,0.99,562260,GAMES FOR HUMANS
"['Action', 'Indie']",2017-05-03,6.99,351690,My Owl Software
"['Action', 'Simulation']",1996-09-30,9.99,624060,BioWare
"['Indie', 'Simulation']",2017-05-03,24.99,620570,FeelThere
['Simulation'],2017-05-03,7.99,632630,N3V Games
"['Adventure', 'Casual', 'Indie']",2017-05-03,2.99,616110,Jake Hollands
['Simulation'],2017-05-03,39.99,633280,N3V Games
"['Action', 'Indie']",2017-04-22,0.99,618510,Zanardi and Liza
"['Action', 'Indie', 'Strategy']",2017-04-27,2.99,628340,Blaiz Entertainment
"['Action', 'Indie']",2017-05-04,9.99,603100,Broken Arms Games Pty Ltd
"['Action', 'Indie']",2017-05-04,6.99,463795,Fatshark
"['Adventure', 'Free to Play']",2017-05-04,11.99,620382,Avallon Alliance
"['Casual', 'Indie']",2017-05-04,1.99,616030,Leaning Tower Studio
"['Action', 'Racing']",2007-04-09,2.99,378350,Alpha72 Games
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2017-05-01,3.99,609791,Arcane Raise
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2017-05-01,3.99,609792,Arcane Raise
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2017-05-01,3.99,609793,Arcane Raise
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2017-05-01,3.99,609795,Arcane Raise
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2017-05-02,2.99,603780,Arcane Raise
"['Action', 'RPG']",2017-05-02,13.99,580600,Square Enix
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2017-05-01,3.99,609794,Arcane Raise
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2017-05-01,0.99,609790,Arcane Raise
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2017-05-01,3.99,609796,Arcane Raise
"['Action', 'Adventure']",2017-05-02,3.99,593272,Infinity Ward
"['Action', 'Indie', 'RPG', 'Simulation', 'Strategy']",2017-05-02,3.99,593980,Fastbird Dev Studio
"['Indie', 'RPG']",2017-06-01,9.99,448170,White Giant RPG Studios
['Racing'],1998-11-17,7.99,582260,Acclaim Cheltenham
"['Adventure', 'RPG', 'Simulation', 'Strategy']",2017-04-19,Free To Play,581130,"Shanghai JingCai Computer Software Development Co., Ltd"
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",2017-05-01,9.99,546800,Three Brothers Games
"['Adventure', 'Casual', 'Indie']",2017-05-01,9.99,629310,Tuttifrutti Interactive
"['Action', 'Indie', 'Simulation']",2017-04-28,4.99,313390,Project ICKX
"['Action', 'Adventure', 'Indie', 'RPG']",2017-04-27,17.99,416060,Carbomb Software
['Simulation'],2017-04-28,4.99,513102,virtualRailroads
['Simulation'],2017-04-28,4.99,513099,virtualRailroads
['Simulation'],2017-04-28,4.99,513104,virtualRailroads
"['Adventure', 'Casual', 'Indie']",2017-04-28,10.96,437720,Reine Works
['Indie'],2017-04-28,1.99,446650,Reine Works
"['Adventure', 'Casual', 'Indie']",2017-04-28,2.99,624282,Reine Works
"['Action', 'Adventure', 'Indie']",2017-04-28,9.99,588110,Big Way Games
"['Action', 'Adventure', 'Indie']",2017-04-28,3.99,620260,Big Way Games
"['Adventure', 'Casual', 'Indie']",2017-04-28,2.99,624280,Reine Works
"['Adventure', 'Casual', 'Indie']",2017-04-28,2.99,624281,Reine Works
"['Casual', 'Indie']",2017-04-28,9.99,580590,ThinkFast Studio
['Simulation'],2017-04-28,18.99,602815,Chris Bell - Creative Design Studios
"['Adventure', 'Indie', 'RPG']",2017-04-28,0.99,622690,Choice of Games
"['Action', 'Casual', 'Indie', 'Sports']",2017-04-26,4.99,630300,"Strength in Numbers Studios, Inc"
"['Action', 'Adventure', 'Casual', 'Indie']",2017-04-28,1.99,586880,@unepic_fran
"['Adventure', 'Indie', 'Strategy']",2017-04-28,14.99,609100,Sunlight Games
"['Adventure', 'Casual']",2017-04-28,9.99,626840,ERS G studios
"['Action', 'Casual', 'Indie']",2017-04-28,0.99,631330,ColloseusX
"['Action', 'Casual', 'Indie']",2017-04-28,1.99,631331,ColloseusX
"['Action', 'Casual', 'Indie']",2017-04-28,2.99,631332,ColloseusX
"['Action', 'Casual', 'Indie', 'Early Access']",2017-04-28,1.99,529240,ColloseusX
"['Action', 'Indie', 'Strategy']",2017-04-28,4.99,624690,Post Mortem Pixels
"['Action', 'Adventure', 'Casual']",2017-04-28,29.99,345630,Frontwing
['Adventure'],2017-04-28,7.99,577480,07th Expansion
"['Action', 'Indie']",2017-04-28,1.99,601340,AL-GAME
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2017-04-28,2.99,615680,Warfare Studios
"['Design &amp; Illustration', 'Early Access']",2017-04-28,9.99,598180,Arcane Architect
"['Indie', 'Massively Multiplayer', 'Racing', 'Simulation', 'Early Access']",2017-04-28,19.99,611800,CloudWeight Studios
"['Adventure', 'Indie']",2017-04-28,19.99,617660,"Storia,Narrator,SimonCreative"
"['Adventure', 'Indie']",2017-04-30,4.99,588710,BAD team
"['Adventure', 'Casual', 'Indie']",2017-04-30,2.99,564990,rupiwood
"['Adventure', 'Indie']",2017-05-01,0.99,615210,BAD team
"['Action', 'Adventure', 'Indie']",2017-05-01,4.99,521100,RuVe Game Studio
"['Action', 'Indie', 'Massively Multiplayer']",2017-04-28,0.99,589430,Wioleta Moniuszko
"['Action', 'Casual', 'Indie']",2017-04-28,1.99,621050,SOCO Games
"['Adventure', 'Indie']",2017-04-27,2.99,622400,Mango Protocol
"['Indie', 'RPG', 'Strategy']",2017-04-27,29.99,445190,Logic Artists
"['Action', 'Adventure', 'Casual', 'Indie']",2017-04-27,0.99,629920,"Jason Chalky,Timothy Janssen,Jesse Mangano,Chris Aguilar,Brad Fairley,Andy Montgomery,Jacob Travis"
"['Adventure', 'Casual']",2017-04-27,9.99,589690,Brave Giant LTD
"['Casual', 'Indie']",2017-04-27,1.99,562210,Vladimir Maslov
"['Indie', 'Sports']",2017-04-27,5.99,429780,PolyDigital
"['Action', 'Adventure', 'Casual', 'Indie']",2017-04-27,19.99,532320,"Blue Tongue Entertainment,Blitworks"
"['Action', 'Indie']",2017-04-25,19.95,595140,Crema
"['Adventure', 'Casual', 'Indie']",2017-04-24,14.99,331480,Thomas Brush
"['Adventure', 'Indie']",2017-04-24,19.99,501300,Giant Sparrow
['Action'],2017-04-25,19.99,575310,CI Games
"['Action', 'Adventure', 'Free to Play', 'Sports', 'Strategy']",2017-04-25,19.99,624940,"Dragonfly GF Co., LTD"
"['Action', 'Free to Play', 'Strategy']",2017-04-25,79.99,592423,Lightbulb Crew
"['Action', 'Free to Play', 'Strategy']",2017-04-25,24.99,592422,Lightbulb Crew
"['Action', 'Free to Play', 'Strategy']",2017-04-25,Free To Play,342150,Lightbulb Crew
"['Casual', 'Strategy']",2017-04-25,1.99,621560,Sacada
"['Action', 'Free to Play', 'Strategy']",2017-04-25,9.99,592421,Lightbulb Crew
"['Action', 'Indie']",2017-04-25,4.99,628280,Rimlight Studios
"['Action', 'Adventure', 'Casual', 'Indie']",2017-04-26,3.99,620310,"Jonas De Carvalho Felinto,Marcelo Eduardo Cabral"
"['Action', 'Indie', 'Early Access']",2017-04-25,2.99,620670,The Cursed Revolver
['Action'],2017-04-26,39.99,586140,Arc System Works
['Simulation'],2017-04-26,19.99,448195,Milepost Simulations
"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",2017-04-25,5.99,618270,Tall Story Studios
"['Action', 'Adventure', 'Indie', 'RPG']",2017-04-26,9.99,516430,Faux-Operative Games
"['Adventure', 'Indie', 'Simulation']",2017-04-25,Free,537540,Sleepless Clinic
['Strategy'],2017-04-25,Free To Play,544730,Exozet
"['Action', 'Adventure', 'Indie', 'Early Access']",2017-10-06,9.99,541200,Andrew Smith
['Indie'],2017-04-24,Free,626900,Nikita Kaf
['Indie'],2017-04-23,4.99,623670,KoheiGallery
"['Action', 'Adventure', 'Casual', 'Indie']",2017-04-23,0.99,575860,Amaterasu Software
"['Action', 'Indie']",2017-04-07,0.99,614030,KFriske Studios
"['Indie', 'Simulation']",2017-03-20,Free,608590,EasyWays Team
"['Racing', 'Simulation']",2017-04-24,0.99,623150,Red Dot Games
['Action'],2017-04-24,49.99,368070,CI Games
"['Adventure', 'Casual', 'Indie']",2017-04-24,1.99,628950,Tonguç Bodur
"['Casual', 'Indie', 'Simulation', 'Strategy']",2017-04-24,8.99,581980,Colossal Wreck
['Adventure'],2017-04-24,39.99,522880,"MAGES. Inc.,5pb."
"['Adventure', 'Casual']",2017-04-24,9.99,623470,Mariaglorum
"['Animation &amp; Modeling', 'Education', 'Utilities', 'Web Publishing']",2017-04-24,49.99,574330,Clickteam
"['Casual', 'Indie', 'Strategy']",2017-04-27,2.99,614890,Class-X Games
['Action'],2017-04-21,14.99,594970,"Raven Software,Beenox"
"['Action', 'Casual', 'Indie', 'Simulation']",2017-04-24,Free,625660,"hyperboreanGames,Svarog Studios"
"['Adventure', 'Casual', 'Indie', 'RPG']",2017-04-21,6.99,370620,Valkyria Games
"['Casual', 'Indie']",2017-04-20,4.99,543940,Crepe Studios
"['Adventure', 'Casual', 'Indie']",2017-04-20,9.99,564700,Child-Dream
"['Adventure', 'Indie']",2017-04-20,2.99,612140,DXF Games
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",2017-04-21,14.99,585430,Cornutopia Software
['Action'],2017-04-20,29.99,491770,Ready At Dawn
['Simulation'],2017-04-21,15.99,614003,"Aerosoft GmbH,Stairport Sceneries"
['Simulation'],2017-04-21,17.99,614002,SimTeam
['Audio Production'],2017-04-21,Free,626650,"CINEMAX, s.r.o."
['Simulation'],2017-04-21,4.99,512315,Matrix Trains
['Simulation'],2017-04-21,4.99,513096,Matrix Trains
['Simulation'],2017-04-21,4.99,513097,Matrix Trains
['Simulation'],2017-04-21,4.99,513098,Matrix Trains
"['Casual', 'Indie', 'RPG', 'Simulation']",2017-04-21,14.99,582270,David OReilly
['Adventure'],2017-04-20,12.99,625350,Microids
"['Design &amp; Illustration', 'Web Publishing']",2017-04-20,9.99,624850,"KADOKAWA,Yoji Ojima"
['Strategy'],1988-06-01,9.99,622830,Interplay Entertainment Corp.
"['Design &amp; Illustration', 'Web Publishing']",2017-04-20,9.99,580050,"KADOKAWA,Yoji Ojima,Sherman3D"
"['Adventure', 'Casual', 'Indie']",2017-04-19,3.99,545670,Koreez
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",2017-04-19,29.99,344240,Evil Twin Artworks
['RPG'],2017-04-19,0.99,621150,Amaterasu Software
['Simulation'],2017-04-20,19.99,448191,Bossman Games
['Simulation'],2017-04-20,34.99,609823,Toposim
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",2017-04-20,1.99,438960,VooFoo Studios
['Indie'],2017-04-20,0.99,572500,Dragon Whisper Game
"['Adventure', 'Casual']",2017-04-19,9.99,623360,Elephant Games
['Simulation'],2017-04-19,9.99,602860,Totem Games
"['Action', 'Free to Play', 'Strategy']",2017-04-19,Free to Play,427270,Robot Entertainment
"['Action', 'Adventure', 'Indie']",2017-04-19,4.99,595290,"Oleg Sergeev,Andrey Rumak,Do My Best"
"['Action', 'Casual', 'Indie']",2017-04-19,4.99,617420,Blue Sunset Games
"['Action', 'Indie']",2017-04-19,9.99,553020,Artery Games
"['Casual', 'RPG', 'Simulation', 'Early Access']",2017-04-21,13.99,416000,Hudell Tales
['Adventure'],2001-11-01,6.99,615730,HeR Interactive
"['Adventure', 'Casual', 'Indie', 'Early Access']",2017-04-18,20.0,482440,ONEVISION GAMES
"['Adventure', 'Casual', 'Indie']",2017-05-01,4.99,525690,Foolish Mortals Games
"['Adventure', 'Indie']",2017-04-18,11.99,562280,Fancy Fish Games
['Strategy'],2017-04-18,19.99,521750,"KOEI TECMO GAMES CO., LTD."
['RPG'],2017-04-18,12.99,521760,"KOEI TECMO GAMES CO., LTD."
['RPG'],2017-04-18,12.99,521720,"KOEI TECMO GAMES CO., LTD."
['Adventure'],2017-04-18,29.99,505090,OperaHouse Corporation
"['Simulation', 'Strategy']",1998-06-30,5.99,607120,Yosemite Entertainment
"['Action', 'Simulation']",2001-10-10,9.99,560370,Sierra
"['Action', 'Adventure', 'Indie']",2017-04-18,14.99,401710,Tribute Games Inc.
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2017-04-18,Free To Play,511800,Pragmatix Ltd
"['Action', 'Adventure', 'Casual', 'Indie']",2017-04-18,4.99,546380,Axyos Games
"['Adventure', 'Indie']",2017-04-18,4.99,586470,Paper Pirates
"['Casual', 'Indie']",2017-04-18,7.99,616860,Anawiki Games
['Simulation'],2017-04-18,14.99,614001,XYZ Visuals
"['Action', 'Adventure', 'Indie', 'RPG']",2017-04-18,29.99,366640,Enigami
"['Free to Play', 'Massively Multiplayer', 'RPG']",2017-04-18,39.99,623530,Trion Worlds
"['Action', 'Casual', 'Indie', 'Early Access']",2017-04-18,0.99,527480,Grizlikyt
['Action'],2017-04-18,19.99,525040,"Capcom,Digital Eclipse"
"['Action', 'Adventure', 'Indie', 'RPG']",2017-04-18,Free,585640,Enigami
"['Action', 'Adventure', 'Indie']",2017-04-18,2.99,618360,Adam DeLease
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",2017-04-14,8.99,466220,EPICBEYOND Studios
"['Action', 'Indie']",2017-03-31,4.99,544400,Mystery Egg Games
"['Casual', 'Free to Play', 'Simulation']",2017-04-14,Free To Play,578000,Fallen Snow Studios
"['Action', 'Casual', 'Indie', 'Racing', 'Simulation']",2016-11-18,4.99,550600,OC Game Studio
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2017-04-14,1.99,607020,Warfare Studios
"['Casual', 'Indie']",2017-04-14,0.99,619220,Gambreng Games
['Indie'],2017-04-17,5.99,601650,Nikita Kaf
